date,text,views,forwards,replies
2025-04-28 10:25:36+00:00,"**Команда Навального нашла у семьи зампредседателя заксобрания Тюменской области виллу в Испании, яхту и квартиру в Дубае**

Дети зампредседателя заксобрания Тюменской области Натальи Шевчик владеют виллой и яхтой в Испании, а ее бывший муж — недвижимостью в Дубае, [выяснила](https://www.youtube.com/watch?v=-WMERYxN8as) команда Навального. 

67-летняя Шевчик работает в органах исполнительной власти с 1990 года — она в том числе была заместителем губернатора при Сергее Собянине. Также Шевчик возглавляет тюменское отделение «Союза женщин России».

В 2016 году Шевчик развелась с мужем-предпринимателем, но продолжила летать с ним в ОАЭ, Турцию, на Мальдивы, а также в Испанию, Германию и другие страны. 

В Аликанте детям Шевчик, Анне Шевчик и Александру Низамову, принадлежит вилла площадью 720 квадратных метров на побережье Средиземного моря. У них также есть яхта, а ее бывший муж Владимир в декабре 2023 года купил квартиру в Дубае площадью 246 квадратных метров. Кроме того, у сына и бывшего мужа Шевчик есть гражданство Сербии, а у дочери — Великобритании.",233364,766,0
2025-04-28 09:22:08+00:00,"**Бывшего замглавы Минцифры Максима Паршина приговорили к девяти годам по делу о взятке**

Хамовнический районный суд Москвы приговорил ывшего замглавы Минцифры Максима Паршина к девяти годам колонии строгого режима по обвинению в получении взятки в особо крупном размере, сообщает ТАСС

Другого фигуранта дела, бизнесмена Александра Моносова, обвиняемого в даче взятки, приговорили к 8,5 года колонии.

———

О задержании Паршина стало известно в июле 2023 года. Басманный районный суд Москвы отправил его под домашний арест, однако вскоре его перевели в СИЗО по просьбе прокуратуры. В даче взятки подозревали бизнесмена, главу компании «Бюджетные и финансовые технологии» Александра Моносова. Следствие считало, что Паршин обеспечил «преимущественное рассмотрение» заявок и победу предложенных Моносовым компаний в конкурсах. Моносов, которого обвинили во взятке размером 3,75 миллиона рублей, [утверждал](https://bit.ly/meduzamirror#/news/2025/03/30/biznesmen-kotorogo-obvinyayut-vo-vzyatke-byvshemu-zamglavy-mintsifry-utverzhdaet-chto-pereputal-papki-i-sluchayno-vzyal-na-vstrechu-dengi-dlya-pokupki-brasleta-cartier-zhene), что отправляясь на встречу с Паршиным, перепутал папки, и взял с собой ту, в которой были деньги для покупки браслета Cartier жене.",228546,131,0
2025-04-28 09:01:35+00:00,"**Бывший московский муниципальный депутат Алексей Горинов пожаловался в Конституционный суд на статью о «фейках» про армию**

Бывший московский муниципальный депутат Алексей Горинов, который стал одним из первых, получивших реальный срок по обвинению в распространении «фейков» про армию, обратился в Конституционный суд с жалобой на эту статью уголовного кодекса. Об этом [сообщает](https://www.kommersant.ru/doc/7691869?query=%D0%93%D0%BE%D1%80%D0%B8%D0%BD%D0%BE%D0%B2) «Коммерсант» со ссылкой на адвоката Горинова Ольгу Подоплелову.

Горинов просит КС проверить статью 207.3 УК на соответствие Конституции. Он настаивает, что установленный статьей запрет является формой вмешательства в свободу слова, направленной на подавление критики и свободной конкуренции мнений, пишет «Коммерсант». 

Горинов отмечает, что конструкция статьи создает ситуацию, при которой единственным допустимым источником информации становится государство, а преследованию подвергаются высказывания, противоречащие официальной позиции. Это, по его мнению, вступает в противоречие с запретом на установление обязательной государственной идеологии, закрепленным в статье 13 Конституции.

Также Горинов оспаривает нормы закона «Об общих принципах организации местного самоуправления», которые обещают депутатам защиту от преследования за высказывания, сделанные ими при осуществлении полномочий, пишет «Коммерсант».

——— 

Алексей Горинов в июле 2022 года был приговорен к семи годам колонии по делу о «фейках» про российскую армию. Поводом для дела стало то, что во время заседания совета депутатов Горинов, среди прочего, предложил объявить минуту молчания «по жертвам происходящей военной агрессии в Украине». В заключении у Горинова резко ухудшилось здоровье. Осенью 2023 года стало известно, что в отношении Горинова возбудили дело по статье об оправдании терроризма; в ноябре 2024-го его приговорили еще к трем годам, заменив режим содержания на строгий.",228731,225,0
2025-04-28 08:32:28+00:00,"**Вашингтон и Киев договорились не включать в сделку по недрам помощь США, предоставленную раньше — премьер-министр Украины**

Украина и США договорились не включать предоставленную ранее помощь в договор о ресурсах, [сообщил](https://t.me/Denys_Smyhal/10071) премьер-министр Украины Денис Шмыгаль, который подвел итоги визита украинской делегации в Вашингтон на Spring Meetings Всемирного банка и МВФ.

По словам Шмыгаля, сделка по недрам обсуждалась на встрече с министром финансов США Скоттом Бессентом. «Над документом трудятся юридические команды. Есть хороший прогресс. Главное — четко определили наши красные линии, соглашение должно соответствовать европейским обязательствам, а также не противоречить Конституции и законодательству Украины», — написал Шмыгаль. Кроме того, в документе «не засчитывается помощь, предоставленная до ее подписания», добавил он.

———

Дональд Трамп поначалу настаивал, что США должны получить от Украины полезные ископаемые на 500 миллиардов долларов в обмен на оказанную американскую помощь за все почти три года войны; затем говорил, что Вашингтон оказал помощь Киеву как минимум на 350 миллиардов долларов. Владимир Зеленский отказался признавать этот долг, поясняя, что Украина получила только около 100 миллиардов, но и их не должна возвращать, поскольку вся помощь была грантовой.",230498,142,0
2025-04-28 08:04:01+00:00,"**Суд приговорил к 18 годам россиянина, задержанного в Ижевске. По версии ФСБ, он готовил теракт против руководителя военного завода**

Центральный окружной военный суд приговорил к 18 годам лишения свободы 35-летнего россиянина, обвиненного в подготовке теракта против руководителя военного завода в Ижевске, сообщили в Центре общественных связей ФСБ. 

Имя фигуранта дела не раскрывается. Его задержали в ноябре 2023 года. В ФСБ утверждают, что он планировал совершить теракт с использованием самодельного взрывного устройства в отношении «руководителя одного из расположенных в Удмуртии предприятий оборонно-промышленного комплекса», а затем выехать через третьи страны в Украину для участия в боевых действиях против российской армии.

На видео, опубликованном ФСБ, задержанный, лицо которого скрыто, говорит, что после просмотра видео на украинских каналах в ютьюбе он решил вступить в легион «Свобода России». В следующих кадрах он рассказывает, что фотографировал военный завод, а также покупал селитру, для создания самодельного взрывного устройства. «Я полностью раскаиваюсь в случившемся», — говорит задержанный.

По приговору суда первые четыре года он должен провести в тюрьме, оставшиеся — в колонии строгого режима.",232909,93,0
2025-04-28 07:47:48+00:00,"**Песков: Москва ждет от Киева сигнала о возобновлении прямых переговоров, но пока его не видит**

Пресс-секретарь Кремля Дмитрий Песков заявил, что «сигнал о готовности к прямым переговорам должен исходить из Киева», но «пока никаких действий Москва не видит» (цитата по ТАСС).

Отвечая на вопрос о словах Дональда Трампа, который сказал, что Москве нужно остановиться с ударами по Киеву, Песков сказал, что «были такие слова», но Владимир Путин «неоднократно подтверждал» готовность российской стороны к началу переговоров «без каких-либо предварительных условий».",229000,146,0
2025-04-28 07:21:03+00:00,"**Бывший президент Украины Виктор Янукович получил заочно еще 15 лет — по делу о незаконной переправке через госграницу и подстрекательстве к дезертирству **

Подольский районный суд Киев признал четвертого президента Украины Виктора Януковича виновным в незаконной переправке лиц через государственную границу и подстрекательстве к дезертирству. Его заочно приговорили к 15 годам лишения свободы, [сообщает](https://t.me/pgo_gov_ua/29794?single) офис Генпрокурора Украины.

Януковича обвинили в том, что 23 февраля 2014 года он, действуя в сговоре с бывшим главой Службы безопасности президента и представителями России организовал переправку не менее 20 человек из числа близкого окружения и военнослужащих управления госохраны. Они вылетели на российских военных вертолетах в Краснодарский край, а затем в Крым, откуда президента вывезли морским путем. Вместе с ним выехала часть сотрудников госохраны. 

Это второй приговор Януковича в украинском суде. В январе 2019 года его заочно приговорили к 13 годам по обвинению в госизмене.",235744,78,0
2025-04-28 07:04:21+00:00,"**В Курской области задержали замглавы фонда капремонта по делу о взятке**

Замглавы фонда капремонта Курской области Ольгу Минакову задержали по делу о посредничестве при передаче взятки, сообщил временно исполняющий обязанности губернатора Александр Хинштейн. 

По словам Хинштейна, Минакова была задержана на прошлой неделе и сейчас находится под арестом.

На сайте фонда капремонта указано, что Минакова возглавляет отдел административного и правового обеспечения.",230587,72,0
2025-04-28 06:52:41+00:00,"**Сотрудницу «Русского дома», задержанную по делу о вербовке наемников, освободили из СИЗО после встречи посла РФ с главой Госкомитета нацбезопасности Кыргызстана**

Сотрудницу «Русского дома» в городе Ош Наталью Секерину, задержанную Государственным комитетом национальной безопасности (ГКНБ) Кыргызстана по обвинению в вербовке наемников, [отпустили](https://bit.ly/meduzamirror#/news/2025/04/28/sotrudnitsu-russkogo-doma-v-kyrgyzstane-zaderzhannuyu-po-obvineniyu-v-verbovke-naemnikov-osvobodili-iz-sizo) из СИЗО.

ТАСС утром 28 апреля сообщил, что мера пресечения изменена с СИЗО на домашний арест всем фигурантам дела о наемничестве.

25 апреля российское госагентство сообщало со ссылкой на источник в спецслужбах Кыргызстана, что решение отпустить фигурантов дела под домашний арест было принято после встречи главы Госкомитета нацбезопасности Кыргызстана Камчыбека Ташиева с послом России в республике Сергеем Вакуновым.

Фигурантами дела о наемничестве, напоминает РБК, помимо Секериной являются сотрудник пресс-службы мэрии Оша Сергей Лапушкин, обозреватель ИА «Регнум» Виктор Васильев и еще один человек, имя которого не раскрывается.

Дело возбуждено по ст. 416 УК Кыргызстана (вербовка, финансирование, материальное обеспечение, обучение наемников с целью использования в вооруженных конфликтах других государств или насильственных действиях, направленных на свержение государственной власти или нарушение территориальной целостности, а также использование наемников в военных конфликтах или действиях). Эта статья предусматривает наказание от семи до десяти лет лишения свободы.

Предполагается, что обвинения касаются вербовки в российскую армию.",235661,41,0
2025-04-28 06:15:02+00:00,"**Путин поблагодарил северокорейских военных, принимавших участие в боях в Курской области**

Кремль опубликовал заявление Владимира Путина, в котором президент выражает благодарность северокорейским военным, принимавшим «активное участие» в освобождении Курской области.

Отдаем должное героизму, высокому уровню специальной подготовки и самоотверженности корейских воинов, которые плечом к плечу с российскими бойцами защищали нашу Родину как собственную. Они с честью и доблестью исполнили свой долг, покрыв себя неувядаемой славой.

Российский народ никогда не забудет подвига корейских бойцов спецназа. Мы всегда будем чтить корейских героев, отдавших жизни за Россию, за нашу общую свободу, наравне с российскими братьями по оружию, — говорится в заявлении.",233374,284,0
2025-04-28 05:59:01+00:00,"**Лавров обсудил войну в Украине с госсекретарем США Марко Рубио**

Глава МИД России 27 апреля провел телефонный разговор с госсекретарем США Марко Рубио, сообщает российское внешнеполитическое ведомство. Основное внимание в разговоре, как пишет МИД, было уделено «тематике украинского кризиса» — в развитие беседы Владимира Путина со спецпосланником Трампа Стивом Уиткоффом в Москве 25 апреля. 

«Министр и госсекретарь подчеркнули важность консолидации складывающихся предпосылок для начала переговоров с целью согласования надежного пути к долгосрочному устойчивому миру», — говорится в сообщении МИД России. Другие подробности о разговоре не приводятся.",230029,43,0
2025-04-28 05:50:03+00:00,"**Вскрытие **[**актера**](https://meduza.io/feature/2025/02/28/syschik-sherif-i-pugalo)** Джина Хэкмена, найденного мертвым в своем доме два месяца назад, показало, что у него были проблемы с сердцем и почками**

Результаты окончательного вскрытия показали, что у актера Джина Хэкмена, которого в конце февраля нашли мертвым в собственном доме, была «хроническая сердечная недостаточность» в сочетании с «хроническими гипертензивными изменениями почек», [сообщает](https://www.foxnews.com/entertainment/gene-hackman-final-autopsy-released-two-months-after-actor-found-dead-95) Fox News.

В апреле 2019 года, как следует из документов, Хэкмену установили «бивентрикулярный кардиостимулятор». В ходе вскрытия также были отмечены признаки, соответствующие болезни Альцгеймера на поздней стадии. «Вскрытие показало тяжелое атеросклеротическое и гипертоническое сердечно-сосудистое заболевание с установкой стентов коронарных артерий и шунтирования, а также предыдущей заменой аортального клапана», — говорится в документах.

———

27 февраля Джин Хэкмен и его жена, пианистка Бетси Аракава, были найдены мертвыми в их доме в пригороде Санта-Фе, штат Нью-Мексико. Хэкмену было 95 лет, Аракаве — 63. Полиция вначале сочла их смерть подозрительной. Позже судмедэкспертиза показала, что они умерли от естественных причин. Аракава, по данным экспертизы, умерла от хантавирусного легочного синдрома. Однако тест Хэкмана на хантавирус дал отрицательный результат, пишет Fox News.",233159,88,0
2025-04-28 05:38:01+00:00,"**В Брянске мирный житель погиб при атаке беспилотников. Регион атаковали более 100 украинских дронов**

Житель Брянска погиб в результате ночной атаки беспилотников, [сообщил](https://t.me/avbogomaz/11954) глава Брянской области Александр Богомаз. Еще одна жительница получила ранения. Всего в течение ночи, как сообщил губернатор, над Брянской областью было уничтожено несколько десятков украинских дронов.

Минобороны России позже отчиталось, что за ночь средства ПВО перехватили и уничтожили 115 украинских беспилотников, из них 102 — над Брянской областью. Еще девять дронов были уничтожены над Крымом, два — над Курской областью и по одному — над Белгородской областью и Черным морем, заявили в военном ведомстве.",228591,142,0
2025-04-28 05:31:01+00:00,"**Когда-то российские политики и бизнесмены мечтали избраться в мэры. Теперь в крупных городах месяцами не могут найти руководителей. Почему некогда желанная работа стала отталкивать (и даже отпугивать) чиновников?**

В России скоро не останется ни одного областного центра, где проходят выборы мэра. Вместо этого власти придумали так называемые конкурсы на должность городского главы: кандидаты подают заявки, конкурсная комиссия (по большей части — представители губернатора региона) решает, кто из них отвечает необходимым критериям, а затем выбирает лучшего из финалистов. Однако желающих принять участие в этих конкурсах немного. 

Из-за этого, например, в Кургане с мая 2024 года нет полноценного мэра (только временно исполняющий его обязанности Антон Науменко), при этом в городе провели уже три конкурса на должность городского главы. Курган — далеко не единственная региональная столица, которая столкнулась с этим кризисом. Спецкор «Медузы» Андрей Перцев рассказывает, как отсутствие мэра стало нормой для крупных региональных городов — и почему некогда престижная должность теперь настолько непопулярна.

Открыть [с VPN](https://meduza.io/feature/2025/04/28/kogda-to-rossiyskie-politiki-i-biznesmeny-mechtali-izbratsya-v-mery-teper-v-krupnyh-gorodah-mesyatsami-ne-mogut-nayti-rukovoditeley) | [без VPN](https://bit.ly/meduzamirror#/feature/2025/04/28/kogda-to-rossiyskie-politiki-i-biznesmeny-mechtali-izbratsya-v-mery-teper-v-krupnyh-gorodah-mesyatsami-ne-mogut-nayti-rukovoditeley)",225843,799,0
2025-04-28 05:23:34+00:00,"**КНДР признала отправку своих военных в Россию и дала «высокую оценку» своим боевым частям**

Северокорейские военные принимали участие в боях за освобождение Курской области, занятой ВСУ, [сообщило](http://www.kcna.kp/kp/article/q/65e93d8a71e2fc200437c1459d7e150811d1cd156746ab9a99680c015c20b8f49cc217b0f65acc54df87a22d320ecace.kcmsf) Центральное телеграфное агентство Кореи со ссылкой на Центральный военный комитет Трудовой партии КНДР.

В заявлении говорится, что Центральный военный совет Трудовой партии КНДР «дал высокую оценку» боевым частям северокорейской армии «за их героические подвиги в операции по отражению грубого нарушения суверенитета со стороны украинских властей, вторгшихся на территорию РФ».

Лидер КНДР Ким Чен Ын, по приказу которого северокорейские войска были отправлены в Россию, назвал военных героями и пообещал, что в Пхеньяне будет поставлен памятник «военным подвигам, восславляющий героизм гордых сынов КНДР».

———

О том, что северокорейские военные участвуют в боях на стороне российской армии, сообщалось еще с осени прошлого года, однако официально ни Москва, ни Пхеньян этого не признавали. 26 апреля глава Генштаба российской армии Валерий Герасимов, объявляя о завершении операции по освобождению Курской области, впервые поблагодарил военных из КНДР, которые действовали «плечом к плечу» с российскими военными.",242700,205,0
2025-04-28 05:11:24+00:00,"**Трампа спросили, готов ли Зеленский отказаться от Крыма. Он ответил: «Думаю, да» **

Президента США, вылетавшего из Нью-Джерси, [спросили](https://www.youtube.com/watch?v=yr64gko7B-A), как прошла его короткая встреча с Владимиром Зеленским, которая состоялась на похоронах папы римского Франциска в Ватикане. Трамп ответил, что, по его мнению, встреча прошла хорошо. «Посмотрим, что произойдет в ближайшие несколько дней. Вероятно, мы многое узнаем», — добавил он. 

На вопрос, готов ли сейчас Зеленский отказаться от контроля над Крымом Трамп ответил: «Думаю, да». По его словам, Зеленский «стал спокойнее».

Кроме того, Трамп сказал, что разочарован российскими ракетными ударами по Украине, а на вопрос, доверяет ли он Владимиру Путину, ответил: «Узнаем в течение двух недель».",251301,269,0
2025-04-27 18:02:02+00:00,"**Главные новости 27 апреля**

✹ В Ванкувере автомобиль [въехал](https://bit.ly/meduzamirror#/news/2025/04/27/v-vankuvere-avtomobil-v-ehal-v-tolpu-lyudey-na-festivale-est-pogibshie-i-postradavshie) в толпу людей на фестивале. 11 человек погибли

✹ При взрыве в иранском порту [погибли](https://bit.ly/meduzamirror#/news/2025/04/27/pri-vzryve-v-iranskom-portu-pogibli-18-chelovek-bolshe-tysyachi-postradali) 40 человек, больше тысячи пострадали

✹ «Нам предстоит решить, хотим ли мы продолжать». Глава Госдепа [назвал](https://bit.ly/meduzamirror#/news/2025/04/27/nam-predstoit-reshit-hotim-li-my-prodolzhat-glava-gosdepa-nazval-sleduyuschuyu-nedelyu-kriticheski-vazhnoy-dlya-peregovorov-po-rossiysko-ukrainskoy-voyne) следующую неделю «критически важной» для переговоров по российско-украинской войне

✹ «АЭС в надежных руках». Лавров [заявил](https://bit.ly/meduzamirror#/news/2025/04/27/aes-v-nadezhnyh-rukah-lavrov-zayavil-chto-rossiya-otkazhetsya-peredat-zaporozhskuyu-aes-pod-upravlenie-ssha), что Россия откажется передать Запорожскую АЭС под управление США

✹ Суд в Москве [арестовал](https://bit.ly/meduzamirror#/news/2025/04/27/sud-v-moskve-arestoval-obvinyaemogo-v-sovershenii-terakta-v-rezultate-kotorogo-pogib-general-moskalik) обвиняемого в совершении теракта, в результате которого погиб генерал Москалик

✹ The Wall Street Journal [узнала](https://bit.ly/meduzamirror#/news/2025/04/27/the-wall-street-journal-uznala-chto-chinovnikov-v-ssha-budut-otsenivat-po-tomu-naskolko-oni-dobrosovestno-sleduyut-politike-trampa), что чиновников в США будут оценивать по тому, насколько они «добросовестно» следуют политике Трампа

———

**Текст дня:** В тиктоке и инстаграме полно медицинских советов и призывов к самодиагностике. Но эта информация может быть не просто ложной, а даже опасной. Как понять, чему верить, а чему нет? Основные рекомендации — в этой инструкции. 

Открыть [с VPN](https://meduza.io/feature/2025/04/27/v-tiktokah-i-rilsah-dayut-mnogo-sovetov-o-krasote-pitanii-i-zdorovie-v-nekotorye-iz-nih-ochen-hochetsya-poverit-no-kak-ne-navredit-sebe) | [без VPN](https://bit.ly/meduzamirror#/feature/2025/04/27/v-tiktokah-i-rilsah-dayut-mnogo-sovetov-o-krasote-pitanii-i-zdorovie-v-nekotorye-iz-nih-ochen-hochetsya-poverit-no-kak-ne-navredit-sebe)",267958,70,0
2025-04-27 17:18:02+00:00,"**Суд в Москве арестовал обвиняемого в совершении теракта, в результате которого **[**погиб**](https://t.me/meduzalive/125382)** генерал Москалик
**
Басманный суд Москвы [отправил](https://bit.ly/meduzamirror#/news/2025/04/27/sud-v-moskve-arestoval-obvinyaemogo-v-sovershenii-terakta-v-rezultate-kotorogo-pogib-general-moskalik) в СИЗО Игната Кузина, обвиняемого по делу о теракте, в результате которого погиб заместитель начальника Главного оперативного управления Генштаба ВС РФ генерал-лейтенант Ярослав Москалик.

Кузину предъявлены обвинения в совершении теракта, незаконном обороте и изготовлении взрывчатых веществ и взрывных устройств.

———

Взрыв, в результате которого погиб генерал-лейтенант Ярослав Москалик, [произошел](https://t.me/meduzalive/125367) утром 25 апреля в подмосковной Балашихе. Автомобиль, начиненный взрывчаткой, взорвался, когда Москалик вышел из подъезда и проходил мимо машины.",265384,31,0
2025-04-27 17:00:32+00:00,"**Axios: администрация Трампа **[**обсуждает**](https://bit.ly/meduzamirror#/news/2025/04/27/axios-administratsiya-trampa-obsuzhdaet-vozmozhnost-vozobnovit-peregovory-s-severnoy-koreey)** возможность возобновить переговоры с Северной Кореей
**
Как рассказали источники Axios, Белый дом проводит закрытые обсуждения с участием внешних экспертов, действующих и бывших чиновников.

Одной из тем, которая обсуждалась во время этих встреч, был вопрос о том, кто будет вести переговоры с северокорейской стороны, если диалог начнется.

Во время первого президентского срока Трампа, отмечают источники Axios, переговоры с КНДР были сосредоточены на отказе Северной Кореи от ядерного оружия, тогда как сейчас на фоне «тревожных успехов» Пхеньяна в ядерной сфере, эта тема вряд ли может обсуждаться.",250476,58,0
2025-04-27 16:02:17+00:00,"**«АЭС в надежных руках». Лавров **[**заявил**](https://bit.ly/meduzamirror#/news/2025/04/27/aes-v-nadezhnyh-rukah-lavrov-zayavil-chto-rossiya-otkazhetsya-peredat-zaporozhskuyu-aes-pod-upravlenie-ssha)**, что Россия откажется передать Запорожскую АЭС под управление США
**
Россия не получала от США предложение о передаче управления Запорожской атомной электростанцией, а если получит — объяснит, что передать контроль невозможно, заявил в интервью CBS глава МИД РФ Сергей Лавров.

«Нет, мы не получали такого предложения, а если и получим, то объясним, что управление Запорожской АЭС находится в ведении российской государственной корпорации „Росатом“, под наблюдением персонала МАГАТЭ, который постоянно присутствует на площадке и осуществляет мониторинг», — заявил Лавров.

Министр добавил, что «АЭС в надежных руках».",248021,242,0
2025-04-27 15:46:04+00:00,"**В Басманном суде Москвы приставы **[**избили**](https://bit.ly/meduzamirror#/news/2025/04/27/v-basmannom-sude-moskvy-pristavy-izbili-byvshego-sledovatelya-kgb-kotoryy-zaschischaet-grazhdan-sssr-na-nego-zaveli-delo-o-nasilii-k-predstavitelyu-vlasti)** бывшего следователя КГБ, который защищает «граждан СССР». На него завели дело о насилии к представителю власти
**
В Москве возбудили уголовное дело о применении насилия в отношении представителя власти (статья 318 УК) против бывшего следователя КГБ Александра Цопова, которого приставы избили в Басманном суде.

70-летний Цопов выступает защитником 74-летней «гражданки СССР» Валентины Реуновой, которая называет себя «председателем Верховного Совета СССР». Реунову обвиняют в оправдании терроризма и склонении к насильственному захвату власти в РФ

Конфликт с приставами произошел 23 апреля в Басманном суде Москвы. Судя по видео, снятом в коридоре суда, приставы избили Цопова. На следующий день против него возбудили уголовное дело.

———

«Граждане СССР» отрицают распад Советского Союза, пользуются советскими паспортами, считают нынешние российские власти нелегитимными и отказываются платить налоги, счета ЖКХ и штрафы.",248448,392,0
2025-04-27 14:29:30+00:00,"**«Нам предстоит решить, хотим ли мы продолжать». Глава Госдепа **[**назвал**](https://bit.ly/meduzamirror#/news/2025/04/27/nam-predstoit-reshit-hotim-li-my-prodolzhat-glava-gosdepa-nazval-sleduyuschuyu-nedelyu-kriticheski-vazhnoy-dlya-peregovorov-po-rossiysko-ukrainskoy-voyne)** следующую неделю «критически важной» для переговоров по российско-украинской войне**

США не вводят новые санкции против России, потому что надеются завершить российско-украинскую войну дипломатическим путем, рассказал госсекретарь Соединенных Штатов Марко Рубио в интервью NBC News, опубликованном 27 апреля.

«Потому что мы еще надеемся, что усилия [по завершению войны] сработают в дипломатическом ключе, и мы сможем сблизить позиции двух сторон. Как только вы начнете это делать [вводить санкции], вы будете отдаляться [от завершения войны]. Вы обрекаете себя на еще два года войны, и мы не хотим, чтобы это произошло», — заявил Рубио в ответ на соответствующий вопрос.

Говоря о возможных сроках достижения мирного соглашения между Россией и Украиной, глава Госдепа отметил, что «глупо» устанавливать какую-то определенную дату. Однако, по его словам, следующая неделя — с 28 апреля по 4 мая — будет иметь «критически важное» значение.

«Это будет критически важная неделя, эта неделя будет очень важной. На этой неделе нам предстоит решить, хотим ли мы продолжать участвовать в этом деле или пора сосредоточиться на других, не менее, а в некоторых случаях и более важных вопросах. Есть причины быть оптимистами, но есть, конечно, и причины быть реалистами. Мы близки, но недостаточно», — заявил госсекретарь. 

———

США ведут отдельные переговоры с Россией и Украиной о завершении войны с середины февраля, но пока не смогли добиться согласия сторон на полное и долгосрочное прекращение огня.

Президент США Дональд Трамп и чиновники его администрации ранее грозили, что если стороны в ближайшее время не придут к соглашению, Вашингтон введет санкции против России и выйдет из переговоров.",245896,206,0
2025-04-27 13:34:08+00:00,"**Китай **[**развернул**](https://bit.ly/meduzamirror#/news/2025/04/27/kitay-razvernul-flag-na-spornom-neobitaemom-ostrove-v-yuzhno-kitayskom-more-nepodaleku-ot-forposta-filippin)** флаг на спорном необитаемом острове в Южно-Китайском море — неподалеку от форпоста Филиппин**

Береговая охрана Китая захватила необитаемый остров Сэнди-Кей архипелага Спратли, расположенный в нескольких километрах от одного из важнейших форпостов Филиппин в Южно-Китайском море, сообщают Financial Times и Bloomberg со ссылкой на репортаж китайских государственных СМИ.

Как сообщил китайский телеканал CCTV, офицеры береговой охраны Китая развернули флаг КНР на острове, чтобы «провозгласить суверенитет и собрать видеодоказательства незаконной деятельности филиппинской стороны». Речь идет об оставленном представителями Филиппин мусоре, пишет Bloomberg. CCTV также показал кадры, как сотрудники китайской береговой охраны высадились на острове и развернули флаг КНР.

Сэнди-Кей — песчаная отмель площадью чуть более 200 квадратных метров. Остров, пишет Financial Times, имеет для Китая стратегическое значение. По международному морскому праву, КНР получает контроль не только над островом, но и над его территориальными водами в радиусе 12 морских миль (примерно 22 километра).

В эту зону попадает остров Титу, который Филиппины используют для мониторинга активности китайской стороны в этом районе. Там находится один из важнейших форпостов Филиппин, которым Манила управляет с 2023 года. Сейчас там модернизируют различную инфраструктуру, в том числе взлетно-посадочную полосу.

При этом пока нет никаких признаков постоянного присутствия КНР на Сэнди-Кей. Представитель филиппинской морской безопасности заявил, что офицеры китайской береговой охраны уехали после того, как развернули флаг.

———

Акция береговой охраны Китая прошла на фоне подготовки Филиппин и США к крупнейшим ежегодным военным учениям, которые будут включать учения по береговой обороне и захвату островов. Она начнутся 28 апреля и будут проходить на филиппинской территории, неподалеку от архипелага Спратли.

Как отмечает Financial Times, это первый случай за много лет, когда Пекин, претендующий почти на всю акваторию Южно-Китайского моря, установил свой флаг на ранее не занятом острове. Издание считает, что этот шаг усиливает риск нового противостояния в регионе.",246539,218,0
